2022-03-11 16:56:29 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-03-11 16:56:29 0 [Note] InnoDB: Uses event mutexes
2022-03-11 16:56:29 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-03-11 16:56:29 0 [Note] InnoDB: Number of pools: 1
2022-03-11 16:56:29 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 936580
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 936580
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 936536
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 936536
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 936492
2022-03-11 16:56:29 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 936492
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 920658 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 923188 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 922206 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 925082 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 925082 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 822304 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 822304 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 822343 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 822343 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 925121 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 925121 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 925160 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 925160 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 925215 is in the future! Current system log sequence number 300306.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-03-11 16:56:29 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 925215 is in the future! Current system log sequence number 300306.
